emoji,count,total_toxicity,mean,most_toxic,most_toxic_text
🏥,2,0.140428942,0.070214471,0.12565356,🏥 Y aquí el ministro de sanidad @salvadorilla haciendo campaña. No me gustaría pensar que España vuelve a tardar en tomar decisiones. Nos ponen en riesgo. Importa más el reparto de sillones en los ministerios que la salud. #ElPeorGobierno en el peor momento. @PP_CLM @GPPopular https://t.co/fHklc422C6
🐺,5,0.34363448900000004,0.0687268978,0.14065051,"Cada vez son más los ganaderos que alzan su voz a favor de la convivencia con el lobo 🐺 👉🏽Pastores que conviven con lobos: ""Estoy a favor de prohibir su caza"" https://t.co/QPiRV2RK3l"
😉,8,0.546160689,0.068270086125,0.20125785,"El problema es que por culpa de Ayuso, hay gente que sabe inglés 😉

El sectarismo de Cintora no es propio de una televisión pública @rtve https://t.co/iiL0kpUv4k"
📺,41,2.7955640696000024,0.06818448950243908,0.41196775,"A la señora Cospedal la han imputado por tres delitos gravísimos. Debemos conocer cómo el PP utilizó una trama policial para tapar sus corruptelas.

Casado demostró ayer un desprecio absoluto a la profesión periodística.

📺 @felipe_sicilia en @cosasclarastve https://t.co/AsPDjKCmai"
❤️,33,2.2219212535000006,0.0673309470757576,0.350558,"Somos feministas porque somos socialistas, somos socialistas porque somos feministas! Aprobada la Ponencia de Feminismo del 40 Congreso del @PSOE 💪 

Un placer trabajar con @lauraberja86 @gilrosinha , y la coordinación de @Eva_Granados ❤️

Gracias, @Adrilastra ! 💜 #Avanzamos_ https://t.co/EhCXAsR7OW"
✊,20,1.3365111229999997,0.06682555614999999,0.6810154,"Hoy un compañero ha sufrido un ataque digital y una suplantación de cuenta en esta red social. @danielsenderos todo mi apoyo y solidaridad, no podrán callarnos porque su cobardía compite solo con su estupidez. Un abrazo, fuerza y orgullo socialista @PSOE🌹@gpscongreso ✊ https://t.co/M3UscEnuwV"
😷,2,0.132077681,0.0660388405,0.102434434,"Todo va a depender de nuestros comportamientos en Semana Santa. Es evidente que a todos y todas nos gustaría volver al pasado, a cuando la mascarilla 😷 era una ficción. Y lo haremos si actuamos con inteligencia #SemanaSantaPrudente ✅ @PSOELaRioja  @gpscongreso https://t.co/G0UnbKc8sU"
🎥,22,1.4483423474999997,0.06583374306818181,0.5742276,"🚨🚨Vienen los MENAS débiles y desnutridos, huyendo de la guerra y el hambre . Puerto de Cartagena. A la espera de filiación . Dentro vídeo! 🎥 https://t.co/aUPZmz2TJI"
🧡,13,0.8505404929999998,0.06542619176923076,0.27166042,"Todo mi apoyo a @carrizosacarlos, que hoy de nuevo ha tenido que sufrir la intolerancia y el sectarismo más lamentable en Barcelona. Nos atacan porque somos la alternativa al nacionalismo, pero #NoNosCallarán nunca. Seguiremos trabajando por una Cataluña para todos 🧡 https://t.co/c52thDyPUq"
🟢,3,0.19526310200000002,0.06508770066666668,0.088676475,"Atención a la telepantalla: Habla el ministro comunista orwelliano Garzón. 

⛔️“Estarán radicalmente prohibidos”. 1984 en estado puro. Agenda globalista 2030. ⁩ 

🟢 #SoloQuedaVox #AgendaEspaña ⁦@vox_es⁩ ⁦@VOX_Congreso⁩  https://t.co/Ge64krcv97"
🏛,16,1.0341733757999998,0.06463583598749999,0.25023085,"🏛 Señor Casado, ustedes dan lecciones de qué ? ¿ De corrupción ? Da pena ver al PP liderado por usted #SesionDeControl https://t.co/kjEkRLlbtP"
🔝,2,0.129218958,0.064609479,0.07658692,"Feijoo, prestidixitador 🔝

30 agosto: “Feijóo, MUY DURO con el Gobierno, denuncia la ""irresponsabilidad"" y el riesgo ambiental por el vaciado en el Miño-Sil”

3 septiembre: “Feijóo IGNORÓ los avisos de las eléctricas sobre el vaciado de embalses durante la escalada de precios” https://t.co/Fr8XmbZ8zA"
👈,1,0.06438651,0.06438651,0.06438651,"La variante🚆de #RincónDeSoto será pronto un hecho. Con velocidades de 200 km/h,➖ impacto ambiental y visual y ➕longitud. Los PP riojanos miran pero no ven, hierven para tapar su desidia durante los años que gobernaron. Inflar y no ejecutar. Su línea editorial presupuestaria 👈 https://t.co/Nm6XyDfZBZ"
🎼,1,0.06437006599999999,0.06437006599999999,0.06437006599999999,"🎼Si me das a elegir ... 
prefiero la verdad al marketing, 
la discrepancia a la unanimidad, 
la crítica a la autocomplacencia, 
el debate frente al puro espectáculo.

🎼 Ay amor, me quedo contigo, PSOE !"
🔵,53,3.3976876500000013,0.06410731415094342,0.46410918,"🔵 @TeoGarciaEgea 👉🏼 _""Los Gobiernos Frankenstein empiezan defendiendo okupas y acaban expropiando pisos""._
!!!Que miedo!!! este gobierno de Sánchez e Iglesias, cada vez más comunista, no respeta ni la propiedad privada. https://t.co/aBRXno86fZ"
👋🏼,3,0.19185988499999998,0.063953295,0.08228044,"👋🏼 Gracias @arvaldivia por seguir dando visibilidad a una lucha que es de todes. 

Aquí explicamos cómo salimos del armario y por qué sigue siendo importante hablar de los derechos LGTBIQ+ 👇 https://t.co/gNDbthbeAg https://t.co/FG2fsALfAH"
😘,3,0.187107947,0.06236931566666667,0.13666888,"Una valiente lección ante tanta falta de respeto a la que debemos poner freno, disculparse con ella podría ser un inicio

Un fuerte abrazo @ALevySoler 😘

Andrea Levy desvela la dolorosa enfermedad que padece: ""Ni borracha, ni drogada. Tengo fibromialgia"" https://t.co/XTzBAUPLZM"
🚫,1,0.06178773,0.06178773,0.06178773,"🚫 La izquierda los quiere censurar porque no soportan que los madrileños conozcan la verdad #VOXenSol
Este 4 de mayo, los carteles se transformarán en leyes para proteger Madrid 💪🇪🇸 https://t.co/b2zA72VUjP"
🚉,1,0.06144984,0.06144984,0.06144984,"Esta tarde, el ministro @abalosmeco ha inaugurado en Ponferrada la rehabilitación del @castillo_ponfe. 

🚉 En el acto ha anunciado que Adif abrirá en El Bierzo una nueva base operativa, que creará empleo y dinamizará la economía de la zona.

🔗 https://t.co/ATlq58UV7W https://t.co/1MRl5ITtE7"
📲,7,0.423002863,0.06042898042857143,0.20138511,"Twitter está muy bien para informarse y charlar, pero también está lleno de simpáticos usuarios llamados BibaJitlerBibaVOX63209🐍♟️🇪🇸🇪🇸.

Por eso, si tienes Telegram, sigue mi canal en https://t.co/utGQ4YjYMZ y difunde 📲

Allí no hay bulos, ni ruido, ni odio, ni terraplanistas. https://t.co/U3r12TAPbL"
👉🏻,40,2.386295544,0.05965738860000001,0.39789417,"Otro lunes negro en #RTVE 

👉🏻 Tratan de ocultar al principal partido de la oposición.
👉🏻 Renuevan el programa más sectario de la televisión.
👉🏻 Carmena, fichaje estrella de RNE. 

¡¡Basta ya de manipulación!!

#ManipulaciónRTVE https://t.co/P8fhzU2dcP"
🗣,8,0.47713493900000004,0.059641867375000004,0.18781446,🗣 Pedimos a Sánchez y a sus satélites una campaña limpia en Madrid. La maquinaria de Moncloa está a pleno rendimiento y parece que todo vale contra Ayuso. Ya Basta. Que se dediquen a actuar en Barajas y el resto de aeropuertos de España https://t.co/c5VWeIESn7
👩‍🌾,1,0.05961618,0.05961618,0.05961618,"👩‍🌾 La igualdad de género de las #MujeresRurales debe ser una pasarela indispensable en la lucha contra la pobreza, la exclusión y la despoblación.

Hoy, en este Día Internacional, valoramos su contribución al desarrollo y cohesión de nuestras comunidades. El futuro es con ellas. https://t.co/ST6YImFtuD"
🥶,1,0.059148893,0.059148893,0.059148893,"Llegan al Gobierno de España y la luz ha subido un 27%.

Tranquilos, se la subirán solo a los ricos. 

Tranquilos de nuevo, la subirá es para todo el mundo, incluso para los votantes de Pedro Sánchez 🥶 https://t.co/0Nv8jUIBmj"
🚌,1,0.059126627,0.059126627,0.059126627,"💶 Hoy el Gobierno de Sánchez ha acordado:

- Subir el impuesto al diésel⛽️
- Imponer peajes en las autovías🛣

🆘 🛑 Cuento contigo para evitar este sablazo fiscal al sector del transporte 🚛 🚌 y a los consumidores y usuarios‼️

#nomáspeajes
#nomásimpuestos
#stopSánchez https://t.co/EXnJjvSLoY"
🍭,1,0.059126627,0.059126627,0.059126627,"⚠️ 1 de cada 3 niños/as sufre sobrepeso u obesidad en España.

🔄 La obesidad infantil y el consumo del azúcar tienen una relación directa. 

🍭 #HijosDelAzúcar es una campaña que pretende concienciar sobre el consumo excesivo de azúcar de los/as menores. https://t.co/hH9YpvlXG3"
🚛,1,0.059126627,0.059126627,0.059126627,"💶 Hoy el Gobierno de Sánchez ha acordado:

- Subir el impuesto al diésel⛽️
- Imponer peajes en las autovías🛣

🆘 🛑 Cuento contigo para evitar este sablazo fiscal al sector del transporte 🚛 🚌 y a los consumidores y usuarios‼️

#nomáspeajes
#nomásimpuestos
#stopSánchez https://t.co/EXnJjvSLoY"
⛰,1,0.059126627,0.059126627,0.059126627,"⛰ La Serra de Tramuntana cumple diez años como Patrimonio de la Humanidad. Una joya de nuestras maravillosas Islas Baleares, un precioso paraje natural que tenemos que cuidar, proteger y disfrutar entre todos. Y del que estamos muy orgullosos ☺️👏 https://t.co/y47GW2aQf8"
✅,167,9.773630177200001,0.058524731600000005,0.61682326,"En Toledo se reparten 6 escaños.

✅ En las elecciones del #28A, VOX arrebató el sexto escaño a Podemos.

✅ En las elecciones del #10N, evitamos que el sexto escaño fuese para el PSOE.

Otro ejemplo que demuestra que Pablo Casado miente.

#CasadoMentiroso 🤥 https://t.co/mQLRMGRq4i"
📝,8,0.46500070639999996,0.058125088299999995,0.26324913,"📝 @PabloIglesias comienza el #DebateTelemadrid recordando que Ayuso convocó las elecciones en día laborable y que tienes derecho a un permiso retribuido para ir a votar.

Si tu jefe no te deja, escribe a mijefenomedejavotar@unidaspodemos.info 

O entra en https://t.co/j3o4Q2QMZv https://t.co/YI8bAALevU"
♥️,13,0.7539829803999999,0.05799869079999999,0.3100549,"♥️ Sin las mujeres, nuestros pueblos se mueren.

Es prioritario que sigamos impulsando políticas que permitan el desarrollo de las mujeres en el mundo rural.

¡Feliz día a todas las mujeres rurales!

#DiaInternacionalDeLaMujerRural"
🙄,2,0.112849239,0.0564246195,0.07787862400000001,"Acabamos de arrancar aunque hasta hace un momento no nos aseguraban la hora de salida 🙄 Veremos como se desarrolla el viaje, qué clase de atención dan a los pasajeros, especialmente a las personas mayores, algunas de las cuales viven en las afueras de Madrid.
#atrapadosrenfe"
🇨🇭,2,0.110447894,0.055223947,0.102434434,"Luis Bárcenas, Granados (Gürtel), Jordi Pujol hijo, Juan Carlos I, ...

Es verdad que los delanteros de Suiza 🇨🇭 están un poco mayores pero tienen mucha experiencia y en cualquier momento te la pueden liar.

Aunque empezamos ganando, no hay que confiarse.

Vamos España 🇪🇸"
⚖️,3,0.163240013,0.054413337666666665,0.077127606,"Considero que es mi convicción la que habla; que ante un ideal lo defendería hasta la muerte; que pondría, como dije ayer, la cabeza y el♥️en la ⚖️ , para que se inclinara en favor del voto de la mujer y que además sigo pensando, no por vanidad, sino por íntima convicción. https://t.co/F4VdbLxB5b"
📊,3,0.158782135,0.05292737833333333,0.08613706,"📊 Hoy nueva #encuesta de @sigmados para @elmundoes.

Los @populares cada día más consolidados y más necesarios para enderezar el rumbo de España con @pablocasado_ de Presidente.

🟦 PP: 28,9% (129)
🟥 PSOE: 25,5% (99)
🟩 VOX: 15,0% (47)
🟪 UP-ECP-EC: 10,9% (25)

💪 ¡Seguimos! https://t.co/I4qGSWmmeD"
🙃,1,0.052692946,0.052692946,0.052692946,Hoy hemos celebrado en el Congreso la Ponencia de la proposición de ley de modificación se la LOPJ para reconocer el carácter de tribunal consuetudinario y tradicional al juzgado privativo de aguas de Orihuela. No se producía una reforma de estas características desde el 99. 🙃
🇪🇺,34,1.7713951159999999,0.052099856352941176,0.40838683,"🇪🇺 Bruselas desmiente a Ábalos sobre imponer peajes: ""No es ninguna exigencia de la Comisión"".

Gran trabajo de @JRBauza y @Cs_Europa, una vez más desmontando en Europa las mentiras de un Gobierno que ayuda a golpistas y abandona a ciudadanos que cumplen👇
https://t.co/CogOXqiLzc"
⏰,6,0.308487099,0.0514145165,0.16141249,"Animo a los murcianos a permanecer alerta ante el robo político y a exigir elecciones para que su parlamento vuelva a parecerse a Murcia 💪🇪🇸

🛑Gran caravana desde la Plaza Circular de Murcia hasta Delegación de Gobierno

⏰ Martes 16, a las 12:00 horas

📢 ¡Murcia quiere votar! https://t.co/yysU2iAdy5"
✉️,1,0.05075986,0.05075986,0.05075986,"¿Os imagináis que un ministro de @populares hubiera aprovechado una emergencia humanitaria para ir con su familia de vacaciones a un hotel de 5 ⭐️ y lo hubiera pagado en ✉️ su antiguo escolta en mitad de una crisis económica y sanitaria sin precedentes?

Pues eso

#abalosdeluxe https://t.co/G4wFNoTH7d"
🇳🇬,2,0.10150026000000001,0.050750130000000004,0.09187578,"Feliz #DiaDeAndalucia #28F
@Sev_Socialistas @And_Socialista 
Un embrujo de folclore y color... Sembrado al sur, 
un mezclarse entre volantes con los duendes de alegría 
donde el llanto se hace cante ... Ángeles Asensio 🇳🇬
Siempre la luz, siempre Andalucía https://t.co/k2WylfLXNg"
💜,36,1.7990599305000021,0.049973886958333394,0.61640036,"🗣“Estas feminazis no tenían que jugar nunca”.

🤬Esta intolerable afirmación se coló en una retransmisión de la liga de primera división femenina.

💜 He preguntado al presidente de RTVE sobre los protocolos contra los discursos del odio y he propuesto una campaña específica 👇 https://t.co/VAkbVQUwxd"
💫,1,0.04917791,0.04917791,0.04917791,"Camino al andar, querido @jperezrey 💫 https://t.co/oWN2vtKtTP"
🌱,3,0.146897271,0.048965757,0.11572107,"🌱 Hoy presentamos en Ibiza la candidatura CRECER encabezada por @ionebelarra, un equipo plurinacional, coral, feminista y ecologista, capaz de continuar con la profundización democrática que tanto necesita nuestro país. 

#VotaParaCrecer 

➡️ https://t.co/P8OSXooaKr https://t.co/nhL1oEPOVs"
📨,1,0.048936658,0.048936658,0.048936658,"Mañana estaremos en Zaragoza para el cierre de las primarias de la IV Asamblea Ciudadana. Vamos a @CrecerConIone. Vamos a por un podemos fuerte que siga siendo decisivo para un futuro feminista, justo y verde. #VotaIone

📨 Participa en la votación en https://t.co/bFthOtAK5q https://t.co/MRLMLTKWro"
👩‍🏫,1,0.048709866,0.048709866,0.048709866,"Queremos una Comunidad de Madrid que piense e invierta en su futuro, con una Formación Profesional y una universidad pública gratuitas, y con 6000 plazas más en escuelas infantiles 👩‍🏫 #FPyUniversidadPúblicas4M https://t.co/xpyjIKw0R0"
☺️,1,0.04844407,0.04844407,0.04844407,"Un 2 de mayo de 1879, dieciséis tipógrafos, dos joyeros, un marmolista, un zapatero, cuatro médicos y un doctor en ciencias fundaron uno de los partidos obreros más antiguos de Europa. Felicidades a toda la familia socialista ☺️

Estas eran algunas de sus reivindicaciones 👇🏼 https://t.co/N080U5LaFu"
🍃,1,0.04832167,0.04832167,0.04832167,"Ya está en marcha el #40CongresoPSOE. Ahora en el Ágora “@Avanzamos_ en Transición Ecológica” con @TeresaRibera, @_JuanEspadas y @CristinaNarbona.

Compartiendo con la militancia del @PSOE el empeño para impulsar una verdadera transformación en una España más fuerte y verde. 🍃 https://t.co/TZyxM0Qxl4"
🚇,1,0.047715977,0.047715977,0.047715977,"🚇 Los trabajadores de @metro_madrid están realizando una labor impresionante en este temporal. Desde el sábado han mantenido la actividad día y noche, cobijado a personas sin hogar y ayudado de forma decisiva a garantizar los servicios esenciales.

Qué orgullo. GRACIAS ❤️ https://t.co/xldaDE2s7o"
🧪,1,0.047541447,0.047541447,0.047541447,En @populares hoy conmemoramos el Día Internacional de la Mujer👩‍🔬 y la Niña 🧒 en la 🧪 . Poniendo nuestro granito de arena al servicio de la sociedad. En @unican somos muchas 💪💪💪. #AlServicioDeEspaña https://t.co/2m0RYvPql3
🧒,1,0.047541447,0.047541447,0.047541447,En @populares hoy conmemoramos el Día Internacional de la Mujer👩‍🔬 y la Niña 🧒 en la 🧪 . Poniendo nuestro granito de arena al servicio de la sociedad. En @unican somos muchas 💪💪💪. #AlServicioDeEspaña https://t.co/2m0RYvPql3
👍,2,0.094796349,0.0473981745,0.078477845,"Los @populares se une en @Congreso_Es para reclamar que el AVE Extremadura-Talavera-Madrid, aparezca en Presupuestos
👍 @vicpiriz1975 dice que “es una auténtica falta de respeto a los cacereños, toledanos, extremeños y castellano-manchegos” @GPPopular 
@pp_talavera https://t.co/0hXs3LqBW5"
🇵🇪,2,0.09450357000000001,0.047251785000000004,0.047513075,"🔴 Perú 🇵🇪

Tras recibir el apoyo de Pepe Mujica, el maestro Pedro Castillo cierra su  campaña en Lima con un nuevo acto multitudinario.

A 3 días de las elecciones, los grandes medios persisten en ignorar y estigmatizar estas masivas manifestaciones del Perú popular y excluido. https://t.co/PwV2qkofbf"
🐳,1,0.04721221,0.04721221,0.04721221,"🐳 Las ballenas están regresando a los polos por primera vez en 40 años y después de estar al borde de la extinción por la caza indiscriminada. Necesitamos leer también buenas noticias como esta 👏😍

Vía @RevistaNatGeo 

https://t.co/xl3awpl0lr"
🩸,1,0.046990495,0.046990495,0.046990495,"#DonaSangre 🩸

En Real Casa de Correos, en la Puerta del Sol, colaborando en la campaña impulsada por la @ComunidadMadrid 

Tú también puedes hacerlo hasta el próximo viernes en horario de 9:00 a 21:00 h.

¡Anímate, entre todos alcanzaremos las 3.000 unidades🩸necesarias! https://t.co/EIuk9J6ueF"
🙋🏽‍♀️,1,0.046990495,0.046990495,0.046990495,"☄️#VenteALaUni en Rivas porque juntas y juntos hacemos @PODEMOS. Os esperamos a todas para compartir, aprender y debatir colectivamente!

🙋🏽‍♀️ No te quedes sin entrada:  https://t.co/Et5aDtTbWU https://t.co/sp2p2g0t6o"
🕠,1,0.046990495,0.046990495,0.046990495,"Buenos días. 

🗓️ Mi agenda para hoy, jueves 21 de octubre de 2021.

🕘 A las 9h, se reanuda la sesión del #Pleno. 

🕠 A las 17.30h, el @Congreso_Es acoge la III Jornada anual de Concienciación sobre la Vacunación, de la Asociación Española de Vacunología. https://t.co/FVievHjDzt"
⬆️,4,0.18796198,0.046990495,0.046990495,"Y por si fuera poco..@sanchezcastejon nos sube:

⬆️ 4.000 millones en impuestos.
⬆️ Entre 96 y 225 € la cuota de autónomos.
⬆️ Los valores catastrales de las viviendas.
Y para @F_Armengol son una presupuestos “históricos”.

¿Ha consensuado este apoyo en el Pacto de Reactivación? https://t.co/Dphl8WqhtD"
🙌🏼,1,0.046990495,0.046990495,0.046990495,"No hay mejor inspiración que la “Ejemplaridad Pública” de @JavierGomaL para escribir sobre actualidad política. 

Y, además, lo tengo dedicado 🙌🏼 https://t.co/PL6yVqNTYC"
🤟🏼,1,0.046990495,0.046990495,0.046990495,"Magnífica iniciativa la de @talentofuturo_ y de los jóvenes que se unen para cambiar y mejorar la sociedad. 

Un placer haber charlado con vosotras. ¡Seguimos! 🤟🏼 https://t.co/yyq0NT9OKC"
🚓,1,0.046990495,0.046990495,0.046990495,"🏛¿Qué ha pasado esta semana?

🛣️19 M€ para la N-623, N-627 y A-73
👵112 M€ de nómina de pensiones a 1 de Mayo
🖨️15 M€ para autónomos y empresas
👮‍♀️ 4.400 nuevas plazas de Guardia Civil y Policía Nacional
🚓 Nuevo Cuartel de la Guardia Civil en el #ValleDeMena

 #burgos https://t.co/wKfJMRfPf5"
📈,1,0.046990495,0.046990495,0.046990495,"📈  La tasa de paro en España ha subido casi el triple que en Europa 👉🏻 https://t.co/LRdFERz3zI. 

En 🇪🇸, además del COVID, tenemos otros virus en el Gobierno. https://t.co/je5BSFduGj"
🥉,1,0.04683994,0.04683994,0.04683994,Enhorabuena al bastetano David Valero por su medalla de bronce en los JJOO de Tokio. Espectacular remontada en un circuito complicadísimo. ¡Grande! 🥉
📽,21,0.9678963601000001,0.04609030286190477,0.64408785,"El PP jamás ha pedido disculpas por su corruPPción, no nos sorprende que tampoco lo pida por su machismo troglodita.

📽 @Alber_Canarias lo deja muy claro. 👇
https://t.co/6ZuWrCZDNJ"
✍🏽,2,0.0913765,0.04568825,0.07131191,"La protección a través de los ERTE es la base de una recuperación justa. Además de proteger el empleo, han permitido paliar el incremento de la desigualdad, especialmente la que afecta a las mujeres.

✍🏽 @laura_olias sobre el estudio de Caixabank Research: https://t.co/UOWQmVwsVO https://t.co/lptEBtoV6t"
💦,2,0.091009511,0.0455047555,0.06307461,El ministro Escrivá haciendo aguas 💦 https://t.co/olrPti1IZz
📻,24,1.0702373792000002,0.04459322413333334,0.26892096,"Lo ocurrido en el @Congreso_Es con el diputado de @vox_es fue un espectáculo esperpéntico. 

❌ No van a romper las reglas insultando o acosando.

📻 @Hectorgomezh en @hora25 https://t.co/LAYz8wtdl3"
💪🏻,5,0.21859508900000002,0.0437190178,0.07959693,Esta mañana entrando en el hemiciclo para escuchar la comparecencia del presidente @sanchezcastejon. 💪🏻 https://t.co/tJuMFgJSWp
🔹,1,0.043528873,0.043528873,0.043528873,"Os dejo por aquí mi artículo de hoy para ⁦@TheObjective_es⁩ donde argumento en favor de la batalla ideológica que vamos a ganar. 

Papá Estado o el brazo torcido a la derecha liberal. 🔹
 https://t.co/L54spkWC40"
🎙️,3,0.12894109169999998,0.04298036389999999,0.07464545,"El Gobierno de Sánchez es la casa de los líos.

Constantemente vemos cómo en cuestiones de vital importancia una parte del Gobierno piensa una cosa y la otra, la contraria; el último ejemplo lo hemos visto ahora con la votación sobre la inmunidad de Puigdemont.

🎙️ @Radio_Voz"
💗,3,0.12769570600000002,0.04256523533333334,0.050943743,"#Hoy en el #DíaMundialCáncerDeMama mi cariño a miles de mujeres valientes y luchadoras!

💜 Todo el apoyo a las personas que sufren esta enfermedad. #SacaPecho

💜La prevención, diagnóstico precoz y necesaria y fundamental investigación fundamentales para luchar contra tumor. 💗 https://t.co/dNqLMmqsRv"
🙏🏻,5,0.21084456299999998,0.0421689126,0.108053006,"Send us Draghi 🙏🏻

Draghi busca «favorecer» los italianos con su bajada de impuestos, al contrario que Sánchez.  https://t.co/xkem9asDTz"
👇🏿,1,0.041102093,0.041102093,0.041102093,Veamos la desproporción de la Sentencia contra #AlbertoRodriguez 👇🏿 https://t.co/s4EZ0pkSlF
➡,2,0.081238447,0.0406192235,0.07027234,"🏛️✅ Defendemos los derechos de las personas con discapacidad y la sostenibilidad del sistema de pensiones.

➡ Te contamos, *en menos de un minuto*, el resumen de *nuestra actividad parlamentaria de esta semana* https://t.co/bozTneye18"
💚,3,0.11648800200000001,0.038829334,0.059126627,"Hoy y siempre, comprometidos en la lucha contra el cáncer 💚 

Me sumo a la propuesta de #acuerdocontraelcáncer de @aecc_es 

#DiaMundialContraElCáncer https://t.co/Mdk24KwQKD"
🥰,4,0.154238746,0.0385596865,0.0674126,"🗞 Hoy me entrevistan en ⁦⁦@elpais_espana⁩ para hablar sobre ese viaje que la pandemia obligó a posponer. En mi caso: Cuba.

Curiosidad: somos mayoría leoneses, entre los ocho también está Julio Llamazares. 🥰 https://t.co/muhKz5z4RS"
🌷,1,0.038283873,0.038283873,0.038283873,"Tercera sesión plenaria de esta semana y después Comisión de Industria, Comercio y Turismo. Con compañeras como @ElenaCastilloPP todo es más ameno. 🌷 https://t.co/zQDn5HhmLa"
📡,3,0.113510218,0.037836739333333334,0.06258895,"👋🏼 ¡Buenas días!

📻 *Hoy*, viernes 5 de febrero, a las *09:05h*, tienes una cita con *Pablo Casado* en _Herrera en COPE_.

📡 ¡No te lo pierdas! 👉🏼https://t.co/8g9eMOTY1Y https://t.co/gU0DwK4siS"
🇸🇪,2,0.07434004799999999,0.037170023999999996,0.058896475,"Primer partido de España en @eurocopa2021 
Lo injusto del fútbol ➡️ solo 2 centímetros te convierten en héroe o villano. Injusto tratamiento del público para @AlvaroMorata 
Suecia 🇸🇪 0- España 🇪🇸 0 
Y ánimos para @AlvaroMorata 
Gran partido de @Laporte y @Koke6 
Buenas noches https://t.co/I4Y7AOz6gt"
🦠,2,0.069393946,0.034696973,0.047756832,"🚨¿Pretende el Gobierno cerrar el aeropuerto de Badajoz?

✈️ El recorte en las frecuencias de los vuelos lo ha convertido en un desierto.

🦠 La excusa: #COVID19‼️ https://t.co/yP7VczahjB"
🥘,1,0.034574118,0.034574118,0.034574118,"🥘 Difícil elegir, menudos menús han elaborado… ¿Y tú ya sabes a cuál de los 16 maravillosos restaurantes participantes vas a ir? #HosteleríaSegura #TurismoSeguro #VivanNuestrosHosteleros 
Toda la info en: https://t.co/VVq5tTktrN https://t.co/N9C4rzldOh"
🎧,2,0.068928873,0.0344644365,0.046990495,"Ya es hora de acabar en Canarias con los aguatenientes y los aguamangantes.

🎧 👉 https://t.co/XHoWaXPKeA"
🙊,1,0.03404018,0.03404018,0.03404018,"¿Qué anuncio de la derogación de la reforma laboral de Pedro Sánchez te gusta más?

- Cuando la hizo en 2015. 
- En 2016. 
- En el 2017. 
- Quizás 2018.

A mí cuando prometió que iba a ser lo primero que iba a hacer al ser presidente de España en 2018. 🙊 https://t.co/kzXr6cxSfn"
🇬🇷,2,0.067243505,0.0336217525,0.05102309,"Mientras en la pandemia…

🇬🇷 Grecia suspendía el IVA,

🇳🇱 Países Bajos y 🇵🇹 Portugal rebajaban el IRPF,

o 🇩🇪 Alemania bajaba impuestos a pymes…

Sánchez se dedicaba a recaudar más. https://t.co/oyvDAJN8yo"
🏫,1,0.033480257,0.033480257,0.033480257,"Estamos comprometidos con las #EntidadesLocales y su papel esencial en la transformación y la cohesión territorial.

Seguimos trabajando para que los #Ayuntamientos cuenten con los recursos suficientes y presten un servicio público de calidad a la ciudadanía. #40AñosFEMP 🏫 https://t.co/dDguq175KB"
👌🏻,1,0.03324461,0.03324461,0.03324461,Podemos se querella contra la Presidenta del Congreso ante el Supremo por cumplir la Sentencia del Supremo. 👌🏻
🛳,1,0.0331154,0.0331154,0.0331154,"🛳 Se confirman las primeras llegadas de cruceros de la temporada a nuestros puertos.

Excelente noticia para nuestro sector turístico que va retornando a la normalidad con todas las garantías de seguridad sanitaria.
#YouDerserveSpain 

v/ @LaVozdeCadiz ⤵️
https://t.co/dM3IWufKII"
🤝,5,0.16258017599999997,0.032516035199999994,0.06140887,"🏛 Rendición de cuentas gestión pandemia  @sanchezcastejon 🌹

➡️ Importante anuncio 𝟭𝟭.𝟬𝟬𝟬𝗠€ para empresas,#pymes y #autónomos 

 ➡️ No solo salvar empleos👉crear nuevos adaptandonos a la recuperación económica y social

🤝 Unión para avanzar

#LaEspanaQueNosMerecemos https://t.co/PStsJupbmA"
🏃‍♀️,2,0.064978058,0.032489029,0.04887265,"Habrá salido corriendo 🏃‍♀️ Casado para Bruselas para contarle esto a @vonderleyen 👇
La Audiencia Nacional condena al PP y a Bárcenas por la reforma de la sede de Génova. https://t.co/qcp4t9OxLS"
🌍,3,0.097443527,0.03248117566666667,0.04869341,"En el #DiaMundialdelosOceanos recordamos que son el principal sumidero de CO2, pero se están acidificando rápidamente. Nuestros mares están en riesgo. ADefender los océanos es defender el futuro. 🌍 https://t.co/xnQ7iHS7sp"
🤔,16,0.517891616,0.032368226,0.52834564,"PODEMOS: ""Ese periodista ha dicho una mentira.""

Derecha Política y Mediática: ""¡Horror! ¡Atacan la libertad de expresión!""

---

Rótulo de RTVE: ""Leonor se va de España, como su abuelo.""

Derecha PyM: ""¡Horror! ¡Que rueden cabezas de periodistas!""

Rosa María Mateo: ""Hecho.""

🤔"
😍,5,0.16078862700000002,0.0321577254,0.06399830000000001,"Hoy ha recibido el alta Petru, bebé de Valencia que ha pasado 70 días en la UCI por la #Covid19. Emociona la despedida del personal sanitario al pequeño y a sus padres 😍
Me alegro mucho. Tener un bebé durante la pandemia es algo que marcará para siempre.

https://t.co/HFR3A7yDak"
✊🏼,3,0.094366883,0.031455627666666666,0.046990495,"Para que los aplausos de los balcones se conviertan en hechos, este 4 de mayo en la comunidad de Madrid, #QueHableLaMayoría ✊🏼 https://t.co/ZPTvVLNM7V"
